7.500E-02 2.258E-02 1.451E-01 4.659E-02 2.143E-01 
7.600E-02 2.203E-02 1.449E-01 4.464E-02 2.116E-01 
7.700E-02 2.151E-02 1.446E-01 4.280E-02 2.089E-01 
7.800E-02 2.101E-02 1.444E-01 4.105E-02 2.064E-01 
7.900E-02 2.052E-02 1.441E-01 3.940E-02 2.041E-01 
8.000E-02 2.005E-02 1.439E-01 3.783E-02 2.018E-01 
8.100E-02 1.959E-02 1.436E-01 3.634E-02 1.996E-01 
8.200E-02 1.915E-02 1.434E-01 3.493E-02 1.975E-01 
8.300E-02 1.873E-02 1.431E-01 3.359E-02 1.955E-01 
8.400E-02 1.832E-02 1.429E-01 3.232E-02 1.935E-01 
8.500E-02 1.792E-02 1.426E-01 3.110E-02 1.917E-01 
8.600E-02 1.754E-02 1.424E-01 2.995E-02 1.899E-01 
8.700E-02 1.716E-02 1.421E-01 2.885E-02 1.881E-01 
8.800E-02 1.680E-02 1.419E-01 2.781E-02 1.865E-01 
8.900E-02 1.645E-02 1.416E-01 2.681E-02 1.849E-01 
9.000E-02 1.612E-02 1.414E-01 2.586E-02 1.833E-01 
9.100E-02 1.579E-02 1.411E-01 2.495E-02 1.818E-01 
9.200E-02 1.547E-02 1.408E-01 2.409E-02 1.804E-01 
9.300E-02 1.516E-02 1.406E-01 2.326E-02 1.790E-01 
9.400E-02 1.486E-02 1.403E-01 2.247E-02 1.777E-01 
9.500E-02 1.457E-02 1.401E-01 2.172E-02 1.764E-01 
9.600E-02 1.429E-02 1.398E-01 2.100E-02 1.751E-01 
9.700E-02 1.401E-02 1.396E-01 2.030E-02 1.739E-01 
9.800E-02 1.375E-02 1.393E-01 1.964E-02 1.727E-01 
9.900E-02 1.349E-02 1.390E-01 1.901E-02 1.715E-01 
1.000E-01 1.324E-02 1.388E-01 1.840E-02 1.704E-01 
1.010E-01 1.299E-02 1.385E-01 1.782E-02 1.693E-01 
1.020E-01 1.275E-02 1.383E-01 1.726E-02 1.683E-01 
1.030E-01 1.252E-02 1.380E-01 1.673E-02 1.673E-01 
1.040E-01 1.230E-02 1.378E-01 1.621E-02 1.663E-01 
1.050E-01 1.208E-02 1.375E-01 1.572E-02 1.653E-01 
1.060E-01 1.186E-02 1.372E-01 1.525E-02 1.644E-01 
1.070E-01 1.165E-02 1.370E-01 1.479E-02 1.634E-01 
1.080E-01 1.145E-02 1.367E-01 1.436E-02 1.625E-01 
1.090E-01 1.125E-02 1.365E-01 1.393E-02 1.617E-01 
1.100E-01 1.106E-02 1.362E-01 1.353E-02 1.608E-01 
1.110E-01 1.087E-02 1.360E-01 1.314E-02 1.600E-01 
1.120E-01 1.069E-02 1.357E-01 1.277E-02 1.592E-01 
1.130E-01 1.051E-02 1.355E-01 1.241E-02 1.584E-01 
1.140E-01 1.034E-02 1.352E-01 1.206E-02 1.576E-01 
1.150E-01 1.017E-02 1.350E-01 1.172E-02 1.569E-01 
1.160E-01 1.000E-02 1.347E-01 1.140E-02 1.561E-01 
1.170E-01 9.843E-03 1.345E-01 1.109E-02 1.554E-01 
1.180E-01 9.685E-03 1.342E-01 1.079E-02 1.547E-01 
1.190E-01 9.532E-03 1.340E-01 1.050E-02 1.540E-01 
1.200E-01 9.381E-03 1.337E-01 1.022E-02 1.533E-01 
1.210E-01 9.235E-03 1.335E-01 9.952E-03 1.527E-01 
1.220E-01 9.091E-03 1.332E-01 9.692E-03 1.520E-01 
1.230E-01 8.951E-03 1.330E-01 9.440E-03 1.514E-01 
1.240E-01 8.814E-03 1.328E-01 9.198E-03 1.508E-01 
1.250E-01 8.681E-03 1.325E-01 8.963E-03 1.502E-01 
1.260E-01 8.550E-03 1.323E-01 8.736E-03 1.496E-01 
1.270E-01 8.422E-03 1.320E-01 8.517E-03 1.490E-01 
1.280E-01 8.297E-03 1.318E-01 8.305E-03 1.484E-01 
1.290E-01 8.175E-03 1.316E-01 8.099E-03 1.478E-01 
1.300E-01 8.055E-03 1.313E-01 7.901E-03 1.473E-01 
1.310E-01 7.938E-03 1.311E-01 7.709E-03 1.467E-01 
1.320E-01 7.824E-03 1.308E-01 7.523E-03 1.462E-01 
1.330E-01 7.712E-03 1.306E-01 7.342E-03 1.457E-01 
1.340E-01 7.602E-03 1.304E-01 7.168E-03 1.451E-01 
1.350E-01 7.494E-03 1.301E-01 6.999E-03 1.446E-01 
1.360E-01 7.389E-03 1.299E-01 6.835E-03 1.441E-01 
1.370E-01 7.286E-03 1.297E-01 6.676E-03 1.436E-01 
1.380E-01 7.186E-03 1.294E-01 6.522E-03 1.431E-01 
1.390E-01 7.087E-03 1.292E-01 6.373E-03 1.427E-01 
1.400E-01 6.990E-03 1.290E-01 6.228E-03 1.422E-01 


