1 0.000000 0.002767 0.002723
2 0.000000 0.297544 0.292312
3 0.000000 0.638793 0.636577
4 0.000000 0.512410 0.516302
5 0.000000 0.541090 0.548150
6 0.000000 0.679580 0.684818
7 0.000000 0.772921 0.774040
8 0.000002 0.832381 0.828642
9 0.000066 0.875527 0.846258
10 0.000889 0.903837 0.826947
11 0.004855 0.925255 0.777547
12 0.016875 0.939425 0.711753
13 0.040270 0.951200 0.637922
14 0.076134 0.957800 0.566420
15 0.122346 0.966407 0.499568
16 0.178169 0.969437 0.436894
17 0.236413 0.973747 0.383046
18 0.296178 0.976283 0.336156
19 0.352812 0.979400 0.293749
20 0.403629 0.982735 0.259702
21 0.447593 0.984305 0.229041
22 0.484423 0.985136 0.201288
23 0.512739 0.987248 0.179357
24 0.536037 0.988008 0.159495
25 0.548708 0.987548 0.142665
26 0.557962 0.989008 0.135502
27 0.558522 0.885737 0.121647
28 0.555707 0.881943 0.110603
29 0.548631 0.889790 0.100411
30 0.539483 0.885803 0.103756
31 0.525613 0.892661 0.095088
32 0.511653 0.829156 0.086302
33 0.497242 0.841100 0.079088
34 0.479047 0.851268 0.072361
35 0.462943 0.858191 0.066811
36 0.445828 0.866611 0.061829
37 0.427565 0.876578 0.057454
38 0.411434 0.883821 0.052796
39 0.393769 0.892279 0.048693
40 0.377802 0.898985 0.045544
41 0.361193 0.901188 0.042324
42 0.345748 0.908205 0.039451
43 0.331133 0.914284 0.036948
44 0.315816 0.918793 0.034894
45 0.302976 0.923082 0.032953
46 0.289133 0.926243 0.030993
47 0.275968 0.929898 0.028953
48 0.264154 0.936027 0.027020
49 0.253749 0.936331 0.025779
50 0.309882 0.941652 0.024391
51 0.440816 0.946441 0.023167
52 0.438763 0.947429 0.022408
53 0.436157 0.949938 0.020968
54 0.430744 0.951743 0.019817
55 0.427295 0.953371 0.018917
56 0.420971 0.957259 0.018110
57 0.414061 0.961382 0.017354
58 0.409609 0.958612 0.016500
59 0.403476 0.962536 0.015792
60 0.397597 0.964317 0.015029
61 0.391670 0.964048 0.014295
62 0.386200 0.967074 0.013872
63 0.379248 0.968043 0.013304
64 0.371077 0.968334 0.012845
65 0.366234 0.969512 0.012151
66 0.358636 0.972632 0.011977
67 0.351590 0.973004 0.011252
68 0.345394 0.972047 0.011051
69 0.338962 0.972580 0.010750
70 0.331907 0.975367 0.010335
71 0.325201 0.975170 0.009947
72 0.319640 0.975313 0.009720
73 0.313329 0.975738 0.009430
74 0.306278 0.974084 0.009043
75 0.301845 0.974872 0.008793
76 0.294487 0.975003 0.008426
77 0.288877 0.974829 0.008327
78 0.282190 0.973833 0.008074
79 0.277090 0.976376 0.007661
80 0.271564 0.975607 0.007601
81 0.266136 0.973874 0.007415
82 0.260128 0.970466 0.007303
83 0.254011 0.971469 0.007075
84 0.248989 0.969907 0.006890
85 0.242593 0.968269 0.006633
86 0.238557 0.967214 0.006490
87 0.233645 0.965279 0.006371
88 0.237581 0.962118 0.006147
89 0.264171 0.958818 0.005982
90 0.264416 0.960186 0.005980
91 0.258126 0.954644 0.005748
92 0.253566 0.953487 0.005691
93 0.250039 0.951160 0.005557
94 0.244845 0.947344 0.005408
95 0.240023 0.943841 0.005333
96 0.235500 0.937915 0.005319
97 0.230929 0.936072 0.005121
98 0.226221 0.931248 0.005068
99 0.221517 0.926544 0.004962
100 0.217807 0.922034 0.004882
101 0.213092 0.918393 0.004841
102 0.209738 0.911401 0.004747
103 0.205283 0.906844 0.004654
104 0.200598 0.902294 0.004494
105 0.197871 0.895428 0.004508
106 0.194375 0.890142 0.004416
107 0.190385 0.887352 0.004304
108 0.187212 0.880893 0.004264
109 0.182746 0.873345 0.004204
110 0.179865 0.869644 0.004054
111 0.176000 0.860232 0.004014
112 0.172672 0.855832 0.004028
113 0.169628 0.848360 0.003979
114 0.166289 0.841618 0.003911
115 0.163858 0.834736 0.003939
116 0.159840 0.827541 0.003793
117 0.157325 0.819418 0.003830
118 0.154386 0.814086 0.003758
119 0.151085 0.809034 0.003730
120 0.149232 0.799383 0.003651
121 0.145517 0.795069 0.003583
122 0.143439 0.786309 0.003539
123 0.140225 0.779754 0.003536
124 0.137609 0.771908 0.003447
125 0.135450 0.765501 0.003415
126 0.133515 0.757930 0.003405
127 0.130438 0.751689 0.003302
128 0.128314 0.743263 0.003357
129 0.126433 0.735625 0.003312
130 0.123769 0.730937 0.003225
131 0.121430 0.721970 0.003280
132 0.119090 0.714636 0.003175
133 0.117508 0.707173 0.003239
134 0.115515 0.700972 0.003125
135 0.113071 0.691234 0.003053
136 0.111540 0.685585 0.003080
137 0.109655 0.678812 0.003113
138 0.108150 0.671554 0.003057
139 0.105301 0.664195 0.003018
140 0.104265 0.658505 0.003005
