0	0.00861005226339187	0	0.0107625656484078	0	0.0129150792479361	0	0.0150675931031303	0	0.0172201072560488	0	0.0193726217511617	0	0.0215251366296228	0	0.0236776519357103	0	0.0258301677094954	0	0.0279826839961134	0	0.0301352008368485	0	0.0322877182746384	0	0.0344402363524272	0	0.0365927551126312	0	0.0387452745982904	0	0.0408977948510006	0	0.0430503159148920	0	0.0452028378317188	0	0.0473553606442771	0	0.0495078843949988	0	0.0516604091267809	0	0.0538129348825310	0	0.0559654617048170	0	0.0581179896359302	0	0.0602705187189042	0	0.0624230489958264	0	0.0645755805101074	0	0.0667281133039323	0	0.0688806474201491	0	0.0710331829013450	0	0.0731857197904176	0	0.0753382581294965	0	0.0774907979618086	0	0.0796433393295744	0	0.0817958822755684	0	0.0839484268428161	0	0.0861009730734323	0	0.0882535210102759	0	0.0904060706964311	0	0.0925586221739188	0	0.0947111754856678	0	0.0968637306744084	0	0.0990162877826946	0	0.101168846853307
3.2725398E-4	0.99248916	4.0906749E-4	0.98996967	4.9088098E-4	0.99072641	5.7269452E-4	0.99130762	6.5450807E-4	0.98936099	7.3632161E-4	0.9866966	8.1813516E-4	0.97884631	8.9994876E-4	0.97513092	9.8176231E-4	0.9723978	0.001063576	0.96913797	0.0011453896	0.9672249	0.0012272033	0.96377391	0.001309017	0.96128869	0.0013908307	0.9582184	0.0014726444	0.95791316	0.0015544582	0.9582473	0.0016362719	0.95398295	0.0017180858	0.94478178	0.0017998997	0.93468875	0.0018817136	0.90614903	0.0019635274	0.91114962	0.0020453415	0.93797946	0.0021271554	0.93860513	0.0022089696	0.87887806	0.0022907837	0.84126258	0.0023725978	0.8322078	0.0024544119	0.81288594	0.0025362263	0.81810361	0.0026180407	0.84393561	0.002699855	0.84537882	0.0027816694	0.83052415	0.0028634837	0.80695307	0.0029452983	0.80400246	0.0030271129	0.7931031	0.0031089275	0.80748421	0.0031907421	0.79781574	0.0032725569	0.79183835	0.0033543718	0.81594944	0.0034361866	0.73384917	0.0035180016	0.7331515	0.0035998167	0.70500404	0.0036816318	0.5751344	0.0037634468	0.55868089	0.0038452621	0.50242996
6.5450795E-4	0.99221635	8.1813498E-4	0.99405658	9.8176196E-4	0.99802512	0.001145389	0.9955833	0.0013090161	0.98346853	0.0014726432	0.97740823	0.0016362703	0.96765846	0.0017998975	0.96294236	0.0019635246	0.9656617	0.0021271519	0.95992565	0.0022907793	0.95007855	0.0024544066	0.94424021	0.0026180339	0.94015187	0.0027816615	0.93324822	0.0029452888	0.92849183	0.0031089163	0.92796773	0.0032725439	0.92371625	0.0034361717	0.91365266	0.0035997995	0.8999058	0.0037634273	0.87355834	0.0039270548	0.86953855	0.0040906831	0.90439868	0.0042543109	0.90174609	0.0044179391	0.77502501	0.0045815674	0.77310097	0.0047451956	0.78662688	0.0049088239	0.73537266	0.0050724526	0.73043627	0.0052360813	0.75806814	0.00539971	0.76212543	0.0055633388	0.73934436	0.0057269675	0.70980388	0.0058905967	0.68462884	0.0060542258	0.65990102	0.006217855	0.63273585	0.0063814842	0.61613131	0.0065451139	0.64573681	0.0067087435	0.66331786	0.0068723732	0.53430432	0.0070360033	0.54917598	0.0071996334	0.58722496	0.0073632635	0.45149481	0.0075268936	0.48146597	0.0076905242	0.45062795
9.8176196E-4	0.98119366	0.0012272025	0.97712326	0.001472643	0.98056906	0.0017180836	0.98051822	0.0019635241	0.97071064	0.0022089649	0.96251005	0.0024544057	0.94251883	0.0026998464	0.93309528	0.0029452872	0.92918128	0.0031907279	0.9202165	0.0034361689	0.9118737	0.0036816099	0.90259224	0.0039270511	0.89599729	0.0041724918	0.88700813	0.0044179331	0.88418132	0.0046633747	0.88454854	0.004908816	0.87468266	0.0051542576	0.85320538	0.0053996989	0.82876718	0.0056451405	0.76744133	0.0058905827	0.77414769	0.0061360244	0.83669394	0.0063814665	0.83658093	0.0066269087	0.68000972	0.0068723513	0.62227345	0.0071177934	0.61425388	0.007363236	0.56664753	0.0076086787	0.57201546	0.0078541217	0.6201157	0.0080995644	0.62390143	0.0083450079	0.59309995	0.0085904514	0.54861253	0.008835895	0.53486276	0.0090813385	0.51097387	0.0093267821	0.5186559	0.0095722266	0.49962234	0.009817671	0.50384945	0.010063116	0.54223472	0.01030856	0.39364794	0.010554004	0.39833015	0.01079945	0.38087761	0.011044895	0.22226191	0.011290341	0.21657602	0.011535786	0.16945726
0.0013090159	0.98353773	0.00163627	0.97961605	0.0019635239	0.97893852	0.0022907781	0.97105449	0.0026180323	0.95526111	0.0029452865	0.94841647	0.0032725406	0.9283641	0.003599795	0.91313285	0.0039270492	0.9053157	0.0042543039	0.89106202	0.0045815585	0.8739931	0.0049088132	0.86063492	0.0052360678	0.84205306	0.0055633229	0.81968462	0.0058905776	0.79827327	0.0062178327	0.78301084	0.0065450878	0.78058898	0.0068723434	0.76050019	0.0071995989	0.72984064	0.0075268545	0.72018701	0.0078541096	0.73685533	0.0081813661	0.73050386	0.0085086217	0.68212253	0.0088358782	0.52800584	0.0091631347	0.46746203	0.0094903912	0.52893019	0.0098176477	0.48625487	0.010144905	0.42600664	0.010472163	0.40241417	0.01079942	0.38565364	0.011126678	0.36987102	0.011453935	0.34231043	0.011781193	0.3620688	0.012108452	0.35142085	0.01243571	0.34589705	0.012762968	0.35027426	0.013090228	0.31460816	0.013417487	0.25355729	0.013744746	0.09762422	0.014072007	0.16392682	0.014399267	0.18750948	0.014726527	0.044003263	0.015053787	0.080980666	0.015381048	0.13984811
0.0016362699	0.97887951	0.0020453373	0.97601354	0.002454405	0.97439897	0.0028634726	0.96086514	0.0032725404	0.9371146	0.003681608	0.92517567	0.0040906761	0.89997411	0.0044997437	0.88028109	0.0049088118	0.86694431	0.0053178798	0.84468424	0.0057269479	0.82650971	0.0061360165	0.80752242	0.006545085	0.78010106	0.0069541535	0.74335563	0.0073632221	0.69953191	0.0077722911	0.68163496	0.0081813596	0.69609964	0.0085904291	0.67735398	0.0089994986	0.64230078	0.009408568	0.58458531	0.0098176375	0.57244855	0.010226708	0.58473557	0.010635777	0.57852954	0.011044848	0.43537852	0.011453918	0.33771241	0.01186299	0.32695535	0.01227206	0.27915221	0.012681131	0.24548125	0.013090203	0.21702138	0.013499275	0.18288854	0.013908346	0.16653238	0.014317418	0.13947847	0.014726492	0.15001851	0.015135564	0.12547158	0.015544637	0.075432807	0.01595371	-0.013771339	0.016362784	-0.041002017	0.016771859	0.0053924262	0.017180933	0.014974323	0.017590009	0.011207484	0.017999083	-0.12300476	0.018408159	-0.14249241	0.018817235	-0.17005859	0.019226311	-0.19876292
0.0019635239	0.97394633	0.002454405	0.96204084	0.002945286	0.95059353	0.0034361673	0.93678159	0.0039270483	0.91255164	0.0044179298	0.89843047	0.0049088113	0.86664355	0.0053996928	0.84220988	0.0058905743	0.8201521	0.0063814558	0.78962368	0.0068723378	0.76202887	0.0073632197	0.72582346	0.0078541022	0.68770278	0.0083449837	0.65003866	0.0088358661	0.59899765	0.0093267495	0.56156397	0.0098176319	0.56653661	0.010308515	0.54797369	0.010799398	0.50577861	0.011290281	0.45789605	0.011781165	0.38806561	0.012272049	0.3548122	0.012762933	0.3510083	0.013253817	0.28708157	0.013744703	0.19800901	0.014235587	0.14641021	0.014726472	0.11818936	0.015217357	0.092727117	0.015708243	0.020242916	0.016199129	-0.045027815	0.016690016	-0.033461392	0.017180903	-0.03421478	0.01767179	-0.11704981	0.018162677	-0.17321374	0.018653564	-0.19160433	0.019144453	-0.21369827	0.019635342	-0.27942157	0.020126231	-0.41522801	0.02061712	-0.50177729	0.021108009	-0.35574338	0.0215989	-0.21401002	0.022089791	-0.28496075	0.022580681	-0.31301728	0.023071572	-0.31057197
0.0022907779	0.96589535	0.0028634723	0.95396066	0.003436167	0.93342364	0.0040088617	0.91241509	0.0045815567	0.8832379	0.0051542511	0.85764366	0.0057269461	0.8001802	0.0062996414	0.77611601	0.0068723364	0.76814532	0.0074450318	0.7360003	0.0080177272	0.68648076	0.0085904226	0.62977612	0.0091631189	0.582057	0.0097358143	0.5389744	0.010308511	0.48677981	0.010881207	0.45689884	0.011453904	0.46500728	0.012026601	0.42657915	0.012599298	0.37747198	0.013171995	0.35322651	0.013744692	0.26029146	0.014317391	0.23668323	0.014890089	0.24173251	0.015462787	0.11039638	0.016035486	0.032030251	0.016608184	-0.018327529	0.017180884	-0.13065603	0.017753584	-0.15360004	0.018326284	-0.16181946	0.018898984	-0.1926931	0.019471684	-0.22353829	0.020044386	-0.23240344	0.020617088	-0.23678829	0.02118979	-0.26411724	0.021762492	-0.35744059	0.022335196	-0.36106378	0.022907898	-0.3606624	0.023480602	-0.40986925	0.024053307	-0.3321327	0.024626011	-0.24157922	0.025198717	-0.079905726	0.025771422	-0.11039421	0.026344128	-0.393287	0.026916835	-0.46424884
0.0026180318	0.95957237	0.0032725399	0.93919015	0.0039270478	0.91396952	0.0045815562	0.89052039	0.0052360645	0.84832591	0.0058905729	0.82532698	0.0065450813	0.76822263	0.0071995901	0.73869693	0.0078540985	0.71065539	0.0085086077	0.65870517	0.009163117	0.61108834	0.0098176263	0.5449304	0.010472136	0.47527164	0.011126646	0.40942186	0.011781155	0.3317264	0.012435665	0.29825106	0.013090176	0.32045159	0.013744687	0.27812254	0.014399198	0.2125642	0.015053709	0.15691532	0.015708219	0.13579972	0.016362732	0.13316405	0.017017243	0.04903128	0.017671756	-0.11296389	0.018326269	-0.1841608	0.018980782	-0.2621482	0.019635295	-0.33490843	0.02028981	-0.34291279	0.020944325	-0.38539138	0.02159884	-0.44065076	0.022253355	-0.4513607	0.02290787	-0.44350314	0.023562387	-0.48194689	0.024216903	-0.49089959	0.02487142	-0.46531767	0.025525937	-0.48186222	0.026180455	-0.61492997	0.026834974	-0.85459507	0.027489493	-0.88218397	0.028144013	-0.74020094	0.028798534	-0.59462154	0.029453054	-0.45410636	0.030107575	-0.5194335	0.030762097	-0.51935476
0.0029452858	0.95547885	0.0036816073	0.93468916	0.0044179289	0.9035759	0.0051542507	0.8674053	0.0058905724	0.81045002	0.0066268947	0.7798546	0.0073632165	0.71339703	0.0080995392	0.67728841	0.0088358615	0.64248109	0.0095721837	0.57489467	0.010308507	0.52771193	0.011044829	0.47028005	0.011781152	0.39708674	0.012517476	0.29648823	0.0132538	0.17464803	0.013990124	0.12685935	0.014726448	0.16272761	0.015462772	0.12516594	0.016199097	0.06711936	0.016935423	0.049949162	0.017671747	-0.0079977019	0.018408073	-0.12978259	0.019144399	-0.18806638	0.019880727	-0.31488946	0.020617053	-0.43292221	0.021353381	-0.47059968	0.022089709	-0.51659232	0.022826036	-0.49643439	0.023562364	-0.49604234	0.024298694	-0.57254416	0.025035024	-0.56566459	0.025771353	-0.56306767	0.026507685	-0.55682909	0.027244017	-0.54463625	0.027980348	-0.57036728	0.02871668	-0.57387048	0.029453013	-0.5986166	0.030189347	-0.64720088	0.03092568	-0.51491404	0.031662013	-0.38067549	0.032398351	-0.33397883	0.033134684	-0.18804841	0.033871021	-0.30187392	0.034607358	-0.37289685
