0.0122718463 2.3086036144
0.0245436926 11.4975808533
0.0368155389 12.4825754629
0.0490873852 19.6403922772
0.0613592315 29.9031155502
0.0736310778 23.9894097528
0.0859029241 24.1892741260
0.0981747704 22.8437871431
0.1104466167 21.1400380880
0.1227184630 18.5679170114
0.1349903093 16.4079561668
0.1472621556 16.5770820045
0.1595340019 14.9004058886
0.1718058482 11.1114137832
0.1840776945 9.7628324571
0.1963495408 8.2275563168
0.2086213872 7.1415085873
0.2208932335 5.5271094954
0.2331650798 4.4855308255
0.2454369261 3.5597634741
0.2577087724 2.6474966318
0.2699806187 1.9394559361
0.2822524650 1.2442860111
0.2945243113 0.7593230033
0.3067961576 0.4542645310
0.3190680039 0.2225429297
0.3313398502 0.0878344145
0.3436116965 0.0241527017
0.3558835428 0.0078298727
0.3681553891 0.0254632482
0.3804272354 0.0657655137
0.3926990817 0.1120108829
0.4049709280 0.1627000148
0.4172427743 0.2070528988
0.4295146206 0.2305009820
0.4417864669 0.2489147292
0.4540583132 0.2582953362
0.4663301595 0.2612517920
0.4786020058 0.2410925386
0.4908738521 0.2176685053
0.5031456984 0.1890962955
0.5154175447 0.1575465980
0.5276893910 0.1235110807
0.5399612373 0.0882605974
0.5522330836 0.0604004879
0.5645049299 0.0386400991
0.5767767762 0.0214621399
0.5890486225 0.0091595074
0.6013204689 0.0026211598
0.6135923152 0.0008644618
0.6258641615 0.0031379741
0.6381360078 0.0079318982
0.6504078541 0.0145198970
0.6626797004 0.0223368070
0.6749515467 0.0299450451
0.6872233930 0.0353647934
0.6994952393 0.0399898316
0.7117670856 0.0443218733
0.7240389319 0.0445505190
0.7363107782 0.0428075454
0.7485826245 0.0397782032
0.7608544708 0.0354193360
0.7731263171 0.0295415779
0.7853981634 0.0236887517
0.7976700097 0.0178509807
0.8099418560 0.0122139473
0.8222137023 0.0076598978
0.8344855486 0.0039833694
0.8467573949 0.0016190005
0.8590292412 0.0004385160
0.8713010875 0.0003072043
0.8835729338 0.0011507777
0.8958447801 0.0027349396
0.9081166264 0.0047651591
0.9203884727 0.0069499126
0.9326603190 0.0090878936
0.9449321653 0.0110142271
0.9572040116 0.0124582961
0.9694758579 0.0131551174
0.9817477042 0.0133126752
0.9940195505 0.0129138095
1.0062913969 0.0119312616
1.0185632432 0.0104565255
1.0308350895 0.0088161023
1.0431069358 0.0069391825
1.0553787821 0.0050486150
1.0676506284 0.0034487656
1.0799224747 0.0020443882
1.0921943210 0.0010097222
1.1044661673 0.0003498064
1.1167380136 0.0001081851
1.1290098599 0.0002316130
1.1412817062 0.0006946856
1.1535535525 0.0013558953
1.1658253988 0.0021857269
1.1780972451 0.0030452673
1.1903690914 0.0038839053
