0.0020 308.800085 NaN 15123.946804 27.634798 7151.529197 17.988710
0.0040 233.501013 205.474054 15132.800626 27.702808 4400.262835 13.082396
0.0060 198.474046 178.337993 15130.927831 27.657889 2973.790958 11.326152
0.0080 171.683610 160.853327 15138.120116 27.828011 2099.744542 9.587183
0.0100 154.306002 144.184447 15133.601379 27.367822 1546.154135 8.391110
0.0120 137.360359 131.071443 15134.558644 28.194685 1169.697732 7.683311
0.0140 122.994867 117.512181 15136.684824 27.337974 911.645554 7.043382
0.0160 108.098423 104.447695 15132.230769 27.521319 728.629327 6.364720
0.0180 94.713927 91.219907 15143.918623 27.536649 599.510152 6.410044
0.0200 83.165399 79.529844 15136.909934 27.693323 505.244152 5.955244
0.0220 72.113410 68.956696 15138.735890 27.462783 435.370338 5.940252
0.0240 60.231648 58.063768 15137.854010 27.537735 383.036187 5.753252
0.0260 52.709407 48.723080 15137.387044 27.398979 344.857131 5.742184
0.0280 44.766485 41.603779 15150.446825 27.379017 315.084896 5.410166
0.0300 36.280916 33.841349 15158.123172 27.259233 292.124591 5.703594
0.0320 31.894505 27.730635 15153.237680 27.508544 275.065805 5.692274
0.0340 26.896217 23.558770 15156.882326 27.214071 261.160464 5.406529
0.0360 21.055567 18.531941 15163.936242 27.793144 250.308905 5.388329
0.0380 19.335087 15.031779 15158.781246 27.396244 242.395752 5.489897
0.0400 NaN NaN 15161.198338 27.531652 235.446128 5.470265
