# N_meas, front (um/s), delta front (um/s), pump rate (ul/min)
01 092.84543 0.50588 600
02 102.16433 0.55665 650
03 110.70523 0.60319 700
04 119.73561 0.65239 750
05 026.34027 0.14352 250
06 044.57276 0.24286 300
