0.1	0	0	0
0.2	0	0	0
0.3	0	0	0
0.4	0	0	0
0.5	0	0	0
0.6	0	0	0
0.7	0	4.08E-06	4.12E-06
0.8	0	6.23E-05	7.69E-05
0.9	0	0.00061511	0.00059168
1	0	0.00276654	0.00272282
1.1	0	0.008413309	0.008470482
1.2	0	0.019242667	0.019448
1.3	0	0.036546154	0.036406308
1.4	0	0.060606286	0.060214571
1.5	0	0.090618667	0.09069
1.6	0	0.126629375	0.127551875
1.7	0	0.167538824	0.168712353
1.8	0	0.210359444	0.210307778
1.9	0	0.252437895	0.249384211
2	0	0.2975435	0.292312
2.1	0	0.34008619	0.336755238
2.2	0	0.382858636	0.377753182
2.3	0	0.422512609	0.419221304
2.4	0	0.460641667	0.4554875
2.5	0	0.494832	0.493364
2.6	0	0.528988462	0.526134615
2.7	0	0.561092593	0.556607407
2.8	0	0.586371429	0.585617857
2.9	0	0.614696552	0.612282759
3	0	0.638793333	0.636576667
3.1	0	0.661858065	0.658393548
3.2	0	0.682990625	0.680840625
3.3	0	0.703442424	0.6994
3.4	0	0.722447059	0.720373529
3.5	0	0.738174286	0.736951429
3.6	0	0.749122222	0.752441667
3.7	0	0.763583784	0.768232432
3.8	0	0.775678947	0.781381579
3.9	0	0.699230769	0.704620513
4	0	0.51241	0.5163025
4.1	0	0.513517073	0.517968293
4.2	0	0.451569048	0.455054762
4.3	0	0.468693023	0.471472093
4.4	0	0.484743182	0.490227273
4.5	0	0.475184444	0.481268889
4.6	0	0.472943478	0.478908696
4.7	0	0.491948936	0.496174468
4.8	0	0.508822917	0.513439583
4.9	0	0.526467347	0.530193878
5	0	0.54109	0.54815
5.1	0	0.5569	0.563590196
5.2	0	0.574378846	0.578819231
5.3	0	0.588422642	0.595477358
5.4	0	0.603324074	0.609755556
5.5	0	0.617658182	0.624194545
5.6	0	0.631882143	0.637723214
5.7	0	0.644963158	0.650887719
5.8	0	0.658174138	0.660865517
5.9	0	0.669276271	0.673767797
6	0	0.67958	0.684818333
6.1	0	0.691480328	0.695790164
6.2	0	0.701756452	0.707777419
6.3	0	0.711711111	0.717169841
6.4	0	0.7217875	0.726965625
6.5	0	0.73082	0.736092308
6.6	0	0.742883333	0.744581818
6.7	0	0.749702985	0.753350746
6.8	0	0.757675	0.762504412
6.9	0	0.764694203	0.769426087
7	0	0.772921429	0.77404
7.1	0	0.780026761	0.783507042
7.2	0	0.7869375	0.790252778
7.3	0	0.794861644	0.795187671
7.4	0	0.800364865	0.80277027
7.5	0	0.80726	0.8082
7.6	0	0.811781579	0.811973684
7.7	0	0.818281818	0.817425974
7.8	1.00E-06	0.822775641	0.823688462
7.9	0	0.828194937	0.824768354
8	2.00E-06	0.83238125	0.8286425
8.1	3.00E-06	0.837891358	0.833201235
8.2	4.18E-06	0.843768293	0.835417073
8.3	6.99E-06	0.847766265	0.83663253
8.4	5.15E-06	0.850557143	0.839582143
8.5	8.01E-06	0.856825882	0.842022353
8.6	1.98E-05	0.860288372	0.843925581
8.7	2.93E-05	0.866888506	0.84488046
8.8	4.00E-05	0.867627273	0.846551136
8.9	4.00E-05	0.87198764	0.8463
9	6.62E-05	0.875526667	0.846257778
9.1	9.57E-05	0.878962637	0.846205495
9.2	0.000143858	0.882531522	0.844683696
9.3	0.000163694	0.885836559	0.843474194
9.4	0.000215955	0.888451064	0.841758511
9.5	0.000280101	0.892605263	0.839705263
9.6	0.000370986	0.894397917	0.836488542
9.7	0.000459204	0.897792784	0.836019588
9.8	0.000569676	0.898232653	0.833643878
9.9	0.000665991	0.901792929	0.828791919
10	0.000889453	0.903837	0.826947
10.1	0.001053119	0.906708911	0.823017822
10.2	0.001369765	0.908693137	0.816234314
10.3	0.001619563	0.911720388	0.814797087
10.4	0.00184349	0.912791346	0.810731731
10.5	0.002268848	0.91462381	0.805797143
10.6	0.002685811	0.917915094	0.799563208
10.7	0.003223093	0.91962243	0.795873832
10.8	0.003700648	0.921883333	0.792463889
10.9	0.004320982	0.923715596	0.784515596
11	0.004855045	0.925254545	0.777547273
11.1	0.005888883	0.927117117	0.770358559
11.2	0.006571705	0.926107143	0.765851786
11.3	0.007527283	0.931690265	0.760110619
11.4	0.00860143	0.930447368	0.752008772
11.5	0.009789478	0.933617391	0.746791304
11.6	0.01065069	0.936948276	0.738341379
11.7	0.012300342	0.935538462	0.733137607
11.8	0.013652203	0.936135593	0.725284746
11.9	0.015171765	0.938016807	0.719077311
12	0.01687525	0.939425	0.711753333
12.1	0.018643471	0.942206612	0.703426446
12.2	0.020570328	0.94397541	0.698459836
12.3	0.022454309	0.943869919	0.690506504
12.4	0.024848468	0.945169355	0.682652419
12.5	0.02721064	0.942888	0.6764456
12.6	0.029612937	0.946079365	0.667863492
12.7	0.031764252	0.947354331	0.661766142
12.8	0.034545078	0.948210938	0.6537625
12.9	0.037551628	0.948302326	0.648578295
13	0.040269538	0.9512	0.637922308
13.1	0.043418626	0.951954198	0.632121374
13.2	0.046392955	0.952833333	0.624079545
13.3	0.050274211	0.954857143	0.616285714
13.4	0.052631642	0.954044776	0.609468657
13.5	0.056536296	0.955185185	0.602686667
13.6	0.060201912	0.955477941	0.595802941
13.7	0.063640365	0.957868613	0.587766423
