1.000000e+00 1.374870e-01 3.055690e+00
2.000000e+00 1.310365e-01 3.055690e+00
3.000000e+00 1.492452e-01 3.055690e+00
4.000000e+00 1.341472e-01 3.055690e+00
5.000000e+00 1.341137e-01 3.055690e+00
6.000000e+00 1.318156e-01 3.055690e+00
7.000000e+00 1.362667e-01 3.055690e+00
8.000000e+00 1.438824e-01 3.055690e+00
9.000000e+00 1.386795e-01 3.055690e+00
1.000000e+01 1.321735e-01 3.055690e+00
1.100000e+01 1.363620e-01 3.055690e+00
1.200000e+01 1.355539e-01 3.055690e+00
1.300000e+01 1.346095e-01 3.055690e+00
1.400000e+01 1.375049e-01 3.055690e+00
1.500000e+01 1.368506e-01 3.055690e+00
1.700000e+01 1.323940e-01 3.055690e+00
1.800000e+01 1.426809e-01 3.055690e+00
1.900000e+01 1.367584e-01 3.055690e+00
2.100000e+01 1.393445e-01 3.055690e+00
2.300000e+01 1.410697e-01 3.055690e+00
2.500000e+01 1.379582e-01 3.055690e+00
2.700000e+01 1.359160e-01 3.055690e+00
2.900000e+01 1.365959e-01 3.055690e+00
3.100000e+01 1.317257e-01 3.055690e+00
3.400000e+01 1.358219e-01 3.055690e+00
3.600000e+01 1.366080e-01 3.055690e+00
3.900000e+01 1.361375e-01 3.055690e+00
4.200000e+01 1.412103e-01 3.055690e+00
4.600000e+01 1.341489e-01 3.055690e+00
5.000000e+01 1.410843e-01 3.055690e+00
5.400000e+01 1.353746e-01 3.055690e+00
5.800000e+01 1.314349e-01 3.055690e+00
6.300000e+01 1.329305e-01 3.055690e+00
6.800000e+01 1.309518e-01 3.055690e+00
7.300000e+01 1.364920e-01 3.055690e+00
7.900000e+01 1.383999e-01 3.055690e+00
8.500000e+01 1.382818e-01 3.055690e+00
9.200000e+01 1.349633e-01 3.055690e+00
9.900000e+01 1.397787e-01 3.055690e+00
1.070000e+02 1.341547e-01 3.055690e+00
1.160000e+02 1.342861e-01 3.055690e+00
1.250000e+02 1.348750e-01 3.055690e+00
1.350000e+02 1.356847e-01 3.055690e+00
1.460000e+02 1.337235e-01 3.055690e+00
1.580000e+02 1.368595e-01 3.055690e+00
1.710000e+02 1.353495e-01 3.055690e+00
1.840000e+02 1.352119e-01 3.055690e+00
1.990000e+02 1.374922e-01 3.055690e+00
2.150000e+02 1.428695e-01 3.055690e+00
2.320000e+02 1.383231e-01 3.055690e+00
2.510000e+02 1.370700e-01 3.055690e+00
2.710000e+02 1.360762e-01 3.055690e+00
2.920000e+02 1.376927e-01 3.055690e+00
3.160000e+02 1.343788e-01 3.055690e+00
3.410000e+02 1.360889e-01 3.055690e+00
3.680000e+02 1.353620e-01 3.055690e+00
3.980000e+02 1.355594e-01 3.055690e+00
4.290000e+02 1.363956e-01 3.055690e+00
4.640000e+02 1.343919e-01 3.055690e+00
5.010000e+02 1.383902e-01 3.055690e+00
5.410000e+02 1.334515e-01 3.055690e+00
5.840000e+02 1.370471e-01 3.055690e+00
6.300000e+02 1.397631e-01 3.055690e+00
6.810000e+02 1.392009e-01 3.055690e+00
7.350000e+02 1.358484e-01 3.055690e+00
7.940000e+02 1.367245e-01 3.055690e+00
8.570000e+02 1.361944e-01 3.055690e+00
9.260000e+02 1.359508e-01 3.055690e+00
9.990000e+02 1.389390e-01 3.055690e+00
1.079000e+03 1.340894e-01 3.055690e+00
1.165000e+03 1.334325e-01 3.055690e+00
1.258000e+03 1.345121e-01 3.055690e+00
1.359000e+03 1.320266e-01 3.055690e+00
