0.0020 245.372748 NaN 10598.780056 27.341087 5484.242587 17.853948
0.0040 162.997894 120.128115 10637.000781 28.757982 3986.236566 15.021351
0.0060 126.315016 103.469027 10632.394051 27.688508 3122.998061 13.162570
0.0080 107.920451 91.160965 10829.595791 26.091617 2602.452621 12.244524
0.0100 96.318133 84.542267 10823.583113 26.430939 2171.052566 10.898728
0.0120 84.930342 77.757559 10609.728371 28.678135 1801.019998 9.765372
0.0140 80.568284 72.273562 10803.523676 27.763833 1580.189828 9.094628
0.0160 71.563247 67.959935 10563.300442 27.484884 1336.605915 8.851969
0.0180 70.011390 63.582316 10778.960714 26.416278 1199.167292 8.377218
0.0200 64.210539 61.334645 10582.904366 28.361328 1035.413644 8.065581
0.0220 59.244275 56.526266 10576.539111 27.259380 919.597283 7.296515
0.0240 58.609132 54.219746 10796.774440 26.474815 841.739322 7.581422
0.0260 53.817756 52.238051 10616.573001 28.594564 742.016692 6.700338
0.0280 51.183318 48.768175 10630.545807 28.808985 672.173315 6.527581
0.0300 48.640520 46.524578 10641.842777 28.669627 611.543683 6.612733
0.0320 45.227796 43.828942 10650.256221 28.665322 558.752191 6.298372
0.0340 42.081557 40.724318 10632.601756 27.540658 512.577624 5.791707
0.0360 39.869571 38.204881 10653.282336 28.514612 474.742969 5.556556
0.0380 36.328767 35.513451 10643.401973 27.245810 440.221476 5.700190
0.0400 NaN NaN 10725.878747 26.302239 414.610465 5.282758
