0.0122718463 0.0168359950
0.0245436926 0.0472440515
0.0368155389 0.0835355855
0.0490873852 0.1337690954
0.0613592315 0.1961407200
0.0736310778 0.2595133028
0.0859029241 0.3271575841
0.0981747704 0.3882920525
0.1104466167 0.4436811827
0.1227184630 0.4897481543
0.1349903093 0.5275687640
0.1472621556 0.5443551747
0.1595340019 0.5573547447
0.1718058482 0.5507007818
0.1840776945 0.5268822198
0.1963495408 0.4950035771
0.2086213872 0.4530748538
0.2208932335 0.4028956234
0.2331650798 0.3461264211
0.2454369261 0.2911887025
0.2577087724 0.2341815833
0.2699806187 0.1803463082
0.2822524650 0.1340776584
0.2945243113 0.0922396428
0.3067961576 0.0570122422
0.3190680039 0.0295120916
0.3313398502 0.0127489861
0.3436116965 0.0038509049
0.3558835428 0.0013749767
0.3681553891 0.0046462383
0.3804272354 0.0125551796
0.3926990817 0.0228027351
0.4049709280 0.0345779147
0.4172427743 0.0463882812
0.4295146206 0.0559631896
0.4417864669 0.0631339446
0.4540583132 0.0680851662
0.4663301595 0.0708710184
0.4786020058 0.0684915042
0.4908738521 0.0649256084
0.5031456984 0.0586810567
0.5154175447 0.0506173744
0.5276893910 0.0406265986
0.5399612373 0.0311306618
0.5522330836 0.0224324943
0.5645049299 0.0145183500
0.5767767762 0.0082879762
0.5890486225 0.0036940824
0.6013204689 0.0011172555
0.6135923152 0.0004147698
0.6258641615 0.0014324084
0.6381360078 0.0036978958
0.6504078541 0.0069584182
0.6626797004 0.0106358179
0.6749515467 0.0145386569
0.6872233930 0.0179502226
0.6994952393 0.0205160368
0.7117670856 0.0228066763
0.7240389319 0.0234135936
0.7363107782 0.0230661599
0.7485826245 0.0217770981
0.7608544708 0.0197823572
0.7731263171 0.0167272612
0.7853981634 0.0137715414
0.7976700097 0.0105916118
0.8099418560 0.0073959892
0.8222137023 0.0046764965
0.8344855486 0.0024988022
0.8467573949 0.0010402166
0.8590292412 0.0003033259
0.8713010875 0.0002211838
0.8835729338 0.0007819021
0.8958447801 0.0018571408
0.9081166264 0.0032609662
0.9203884727 0.0048107401
0.9326603190 0.0063307168
0.9449321653 0.0077641020
0.9572040116 0.0087821472
0.9694758579 0.0094421465
0.9817477042 0.0096382367
0.9940195505 0.0094399739
1.0062913969 0.0087659937
1.0185632432 0.0078077449
1.0308350895 0.0066704072
1.0431069358 0.0052977909
1.0553787821 0.0038879402
1.0676506284 0.0026861237
1.0799224747 0.0016092410
1.0921943210 0.0008040233
1.1044661673 0.0002871833
1.1167380136 0.0000953138
1.1290098599 0.0001955705
1.1412817062 0.0005692816
1.1535535525 0.0011100283
