0.0020 250.694776 1.689151 14070.817976 29.787709 8522.531772 22.437578
0.0040 191.073784 0.892745 14534.887486 30.412408 6768.345414 19.585983
0.0060 163.395202 0.660086 14557.051571 30.203237 5461.395325 18.424274
0.0080 145.933460 0.539439 14513.455202 30.346169 4515.917965 17.048283
0.0100 133.398798 0.454968 14489.730361 30.081448 3816.951889 15.452552
0.0120 123.627591 0.411424 14546.696511 30.530108 3299.704230 14.745652
0.0140 115.887062 0.356006 14515.497228 30.482459 2865.657978 12.953000
0.0160 109.651630 0.351743 14477.201996 30.173491 2504.650138 13.093643
0.0180 104.299377 0.329534 14479.566466 30.235570 2215.215443 12.298646
0.0200 99.665917 0.318030 14476.463127 30.400865 1972.310626 11.841590
0.0220 95.622807 0.286207 14502.309864 30.370966 1769.339285 10.506476
0.0240 91.996345 0.271965 14497.133259 30.451007 1593.668580 9.848778
0.0260 88.696163 0.273474 14524.632226 31.278260 1447.366576 9.807904
0.0280 85.726611 0.270806 14507.457612 31.241834 1315.632761 9.565107
0.0300 82.996289 0.257972 14481.854072 31.745727 1200.823719 8.912762
0.0320 80.439250 0.260825 14501.330140 30.442456 1105.374698 8.929316
0.0340 78.028914 0.254413 14536.706442 30.457790 1023.976775 8.593667
0.0360 75.798322 0.245894 14501.622893 30.707469 946.978382 8.139462
0.0380 73.686221 0.250400 14474.037241 30.666238 880.099886 8.164083
0.0400 71.686816 0.258704 14482.421420 30.483085 823.215678 8.340690
