1.000000e+00 1.848498e-04 2.687534e+00
2.000000e+00 1.886770e-04 2.687534e+00
3.000000e+00 1.817878e-04 2.687534e+00
4.000000e+00 1.868383e-04 2.687534e+00
5.000000e+00 1.888739e-04 2.687534e+00
6.000000e+00 1.898928e-04 2.687534e+00
7.000000e+00 1.863477e-04 2.687534e+00
8.000000e+00 1.848848e-04 2.687534e+00
9.000000e+00 1.864919e-04 2.687534e+00
1.000000e+01 1.860998e-04 2.687534e+00
1.100000e+01 1.866339e-04 2.687534e+00
1.200000e+01 1.883614e-04 2.687534e+00
1.300000e+01 1.860727e-04 2.687534e+00
1.400000e+01 1.873561e-04 2.687534e+00
1.500000e+01 1.864861e-04 2.687534e+00
1.700000e+01 1.868276e-04 2.687534e+00
1.800000e+01 1.870062e-04 2.687534e+00
1.900000e+01 1.880366e-04 2.687534e+00
2.100000e+01 1.865955e-04 2.687534e+00
2.300000e+01 1.878269e-04 2.687534e+00
2.500000e+01 1.856738e-04 2.687534e+00
2.700000e+01 1.891727e-04 2.687534e+00
2.900000e+01 1.858903e-04 2.687534e+00
3.100000e+01 1.858079e-04 2.687534e+00
3.400000e+01 1.877500e-04 2.687534e+00
3.600000e+01 1.884356e-04 2.687534e+00
3.900000e+01 1.872980e-04 2.687534e+00
4.200000e+01 1.873552e-04 2.687534e+00
4.600000e+01 1.883374e-04 2.687534e+00
5.000000e+01 1.869069e-04 2.687534e+00
5.400000e+01 1.870293e-04 2.687534e+00
5.800000e+01 1.875125e-04 2.687534e+00
6.300000e+01 1.885330e-04 2.687534e+00
6.800000e+01 1.858657e-04 2.687534e+00
7.300000e+01 1.904953e-04 2.687534e+00
7.900000e+01 1.888219e-04 2.687534e+00
8.500000e+01 1.885668e-04 2.687534e+00
9.200000e+01 1.900851e-04 2.687534e+00
9.900000e+01 1.896016e-04 2.687534e+00
1.070000e+02 1.904185e-04 2.687534e+00
1.160000e+02 1.906719e-04 2.687534e+00
1.250000e+02 1.919859e-04 2.687534e+00
1.350000e+02 1.912400e-04 2.687534e+00
1.460000e+02 1.905772e-04 2.687534e+00
1.580000e+02 1.920339e-04 2.687534e+00
1.710000e+02 1.902137e-04 2.687534e+00
1.840000e+02 1.923973e-04 2.687534e+00
1.990000e+02 1.918581e-04 2.687534e+00
2.150000e+02 1.940798e-04 2.687534e+00
2.320000e+02 1.940444e-04 2.687534e+00
2.510000e+02 1.917735e-04 2.687534e+00
2.710000e+02 1.925365e-04 2.687534e+00
2.920000e+02 1.931660e-04 2.687534e+00
3.160000e+02 1.934936e-04 2.687534e+00
3.410000e+02 1.940923e-04 2.687534e+00
3.680000e+02 1.939424e-04 2.687534e+00
3.980000e+02 1.905683e-04 2.687534e+00
4.290000e+02 1.910710e-04 2.687534e+00
4.640000e+02 1.920520e-04 2.687534e+00
5.010000e+02 1.913323e-04 2.687534e+00
5.410000e+02 1.919587e-04 2.687534e+00
5.840000e+02 1.903933e-04 2.687534e+00
6.300000e+02 1.894596e-04 2.687534e+00
6.810000e+02 1.904429e-04 2.687534e+00
7.350000e+02 1.899891e-04 2.687534e+00
7.940000e+02 1.895680e-04 2.687534e+00
8.570000e+02 1.879806e-04 2.687534e+00
9.260000e+02 1.847318e-04 2.687534e+00
9.990000e+02 1.799771e-04 2.687534e+00
1.079000e+03 1.740386e-04 2.687534e+00
1.165000e+03 1.681725e-04 2.687534e+00
1.258000e+03 1.632673e-04 2.687534e+00
1.359000e+03 1.580741e-04 2.687534e+00
