1.227185e-02 3.856165e+00 2.936050e-06 6.361870e+02
2.454369e-02 2.131424e+01 2.936050e-06 1.000000e+03
3.681554e-02 2.921934e+01 2.936050e-06 1.000000e+03
4.908739e-02 4.822007e+01 2.936050e-06 1.000000e+03
6.135923e-02 3.982351e+01 2.936050e-06 5.303419e+02
7.363108e-02 3.294038e+01 2.936050e-06 3.677636e+02
8.590292e-02 3.140066e+01 2.936050e-06 2.817538e+02
9.817477e-02 2.153986e+01 2.936050e-06 1.627288e+02
1.104466e-01 2.058187e+01 2.936050e-06 1.305337e+02
1.227185e-01 1.966922e+01 2.936050e-06 1.130277e+02
1.349903e-01 1.674467e+01 2.936050e-06 9.418913e+01
1.472622e-01 1.577277e+01 2.936050e-06 8.194986e+01
1.595340e-01 1.488838e+01 2.936050e-06 7.676623e+01
1.718058e-01 1.115834e+01 2.936050e-06 6.051685e+01
1.840777e-01 9.707630e+00 2.936050e-06 5.426091e+01
1.963495e-01 8.350438e+00 2.936050e-06 4.899117e+01
2.086214e-01 6.978395e+00 2.936050e-06 4.500027e+01
2.208932e-01 5.257129e+00 2.936050e-06 3.728576e+01
2.331651e-01 4.290789e+00 2.936050e-06 3.507745e+01
2.454369e-01 3.378365e+00 2.936050e-06 3.272811e+01
2.577088e-01 2.371414e+00 2.936050e-06 2.904471e+01
2.699806e-01 1.749235e+00 2.936050e-06 2.688898e+01
2.822525e-01 1.138507e+00 2.936050e-06 2.376850e+01
2.945243e-01 7.234397e-01 2.936050e-06 2.234294e+01
3.067962e-01 4.204424e-01 2.936050e-06 2.033229e+01
3.190680e-01 2.043528e-01 2.936050e-06 1.896285e+01
3.313399e-01 8.172248e-02 2.936050e-06 1.760573e+01
3.436117e-01 2.330816e-02 2.936050e-06 1.642400e+01
3.558835e-01 7.671464e-03 2.936050e-06 1.440046e+01
3.681554e-01 2.370121e-02 2.936050e-06 1.355726e+01
3.804272e-01 6.164052e-02 2.936050e-06 1.284157e+01
3.926991e-01 1.045078e-01 2.936050e-06 1.185678e+01
4.049709e-01 1.524370e-01 2.936050e-06 1.142235e+01
